"BehaviorSpace results (NetLogo 6.3.0)"
"CA 1D Elementary.nlogo"
"1"
"09/14/2023 13:29:59:199 +0300"
"min-pxcor","max-pxcor","min-pycor","max-pycor"
"-512","512","-250","250"
"[run number]","OII","density","OOI","IOO","background","rule","III","OIO","IOI","OOO","auto-continue?","foreground","IIO","[step]","count patches with [pcolor = green]"
"1","true","10","true","true","0","18","true","true","true","true","false","55","true","231","4833"
"6","true","10","true","true","0","61","true","true","true","true","false","55","true","288","147746"
"2","true","10","true","true","0","22","true","true","true","true","false","55","true","280","9116"
"4","true","10","true","true","0","30","true","true","true","true","false","55","true","296","44601"
"3","true","10","true","true","0","26","true","true","true","true","false","55","true","268","6659"
"5","true","10","true","true","0","45","true","true","true","true","false","55","true","293","150251"
"1","true","10","true","true","0","18","true","true","true","true","false","55","true","232","4849"
"6","true","10","true","true","0","61","true","true","true","true","false","55","true","289","148767"
"4","true","10","true","true","0","30","true","true","true","true","false","55","true","297","44878"
"2","true","10","true","true","0","22","true","true","true","true","false","55","true","281","9140"
"3","true","10","true","true","0","26","true","true","true","true","false","55","true","269","6675"
"5","true","10","true","true","0","45","true","true","true","true","false","55","true","294","150460"
"1","true","10","true","true","0","18","true","true","true","true","false","55","true","233","4881"
"6","true","10","true","true","0","61","true","true","true","true","false","55","true","290","148772"
"4","true","10","true","true","0","30","true","true","true","true","false","55","true","298","45158"
"2","true","10","true","true","0","22","true","true","true","true","false","55","true","282","9156"
"5","true","10","true","true","0","45","true","true","true","true","false","55","true","295","151266"
"3","true","10","true","true","0","26","true","true","true","true","false","55","true","270","6691"
"1","true","10","true","true","0","18","true","true","true","true","false","55","true","234","4913"
"6","true","10","true","true","0","61","true","true","true","true","false","55","true","291","149793"
"4","true","10","true","true","0","30","true","true","true","true","false","55","true","299","45477"
"2","true","10","true","true","0","22","true","true","true","true","false","55","true","283","9204"
"5","true","10","true","true","0","45","true","true","true","true","false","55","true","296","151486"
"3","true","10","true","true","0","26","true","true","true","true","false","55","true","271","6723"
"4","true","10","true","true","0","30","true","true","true","true","false","55","true","300","45767"
"6","true","10","true","true","0","61","true","true","true","true","false","55","true","292","149798"
"1","true","10","true","true","0","18","true","true","true","true","false","55","true","235","4977"
"2","true","10","true","true","0","22","true","true","true","true","false","55","true","284","9220"
"5","true","10","true","true","0","45","true","true","true","true","false","55","true","297","152276"
"3","true","10","true","true","0","26","true","true","true","true","false","55","true","272","6727"
"4","true","10","true","true","0","30","true","true","true","true","false","55","true","301","46079"
"6","true","10","true","true","0","61","true","true","true","true","false","55","true","293","150819"
"1","true","10","true","true","0","18","true","true","true","true","false","55","true","236","5009"
"2","true","10","true","true","0","22","true","true","true","true","false","55","true","285","9268"
"5","true","10","true","true","0","45","true","true","true","true","false","55","true","298","152508"
"3","true","10","true","true","0","26","true","true","true","true","false","55","true","273","6735"
"4","true","10","true","true","0","30","true","true","true","true","false","55","true","302","46395"
"6","true","10","true","true","0","61","true","true","true","true","false","55","true","294","150824"
"2","true","10","true","true","0","22","true","true","true","true","false","55","true","286","9300"
"5","true","10","true","true","0","45","true","true","true","true","false","55","true","299","153303"
"1","true","10","true","true","0","18","true","true","true","true","false","55","true","237","5073"
"3","true","10","true","true","0","26","true","true","true","true","false","55","true","274","6743"
"4","true","10","true","true","0","30","true","true","true","true","false","55","true","303","46689"
"6","true","10","true","true","0","61","true","true","true","true","false","55","true","295","151845"
"2","true","10","true","true","0","22","true","true","true","true","false","55","true","287","9396"
"1","true","10","true","true","0","18","true","true","true","true","false","55","true","238","5137"
"5","true","10","true","true","0","45","true","true","true","true","false","55","true","300","153525"
"3","true","10","true","true","0","26","true","true","true","true","false","55","true","275","6759"
"4","true","10","true","true","0","30","true","true","true","true","false","55","true","304","47010"
"6","true","10","true","true","0","61","true","true","true","true","false","55","true","296","151850"
"2","true","10","true","true","0","22","true","true","true","true","false","55","true","288","9400"
"5","true","10","true","true","0","45","true","true","true","true","false","55","true","301","154334"
"1","true","10","true","true","0","18","true","true","true","true","false","55","true","239","5265"
"3","true","10","true","true","0","26","true","true","true","true","false","55","true","276","6767"
"4","true","10","true","true","0","30","true","true","true","true","false","55","true","305","47321"
"6","true","10","true","true","0","61","true","true","true","true","false","55","true","297","152871"
"2","true","10","true","true","0","22","true","true","true","true","false","55","true","289","9412"
"5","true","10","true","true","0","45","true","true","true","true","false","55","true","302","154545"
"1","true","10","true","true","0","18","true","true","true","true","false","55","true","240","5281"
"3","true","10","true","true","0","26","true","true","true","true","false","55","true","277","6783"
"6","true","10","true","true","0","61","true","true","true","true","false","55","true","298","152876"
"4","true","10","true","true","0","30","true","true","true","true","false","55","true","306","47611"
"2","true","10","true","true","0","22","true","true","true","true","false","55","true","290","9420"
"5","true","10","true","true","0","45","true","true","true","true","false","55","true","303","155360"
"1","true","10","true","true","0","18","true","true","true","true","false","55","true","241","5313"
"3","true","10","true","true","0","26","true","true","true","true","false","55","true","278","6799"
"4","true","10","true","true","0","30","true","true","true","true","false","55","true","307","47937"
"6","true","10","true","true","0","61","true","true","true","true","false","55","true","299","153897"
"2","true","10","true","true","0","22","true","true","true","true","false","55","true","291","9444"
"5","true","10","true","true","0","45","true","true","true","true","false","55","true","304","155580"
"1","true","10","true","true","0","18","true","true","true","true","false","55","true","242","5345"
"4","true","10","true","true","0","30","true","true","true","true","false","55","true","308","48236"
"3","true","10","true","true","0","26","true","true","true","true","false","55","true","279","6831"
"5","true","10","true","true","0","45","true","true","true","true","false","55","true","305","156380"
"6","true","10","true","true","0","61","true","true","true","true","false","55","true","300","153902"
"2","true","10","true","true","0","22","true","true","true","true","false","55","true","292","9452"
"1","true","10","true","true","0","18","true","true","true","true","false","55","true","243","5409"
"4","true","10","true","true","0","30","true","true","true","true","false","55","true","309","48553"
"3","true","10","true","true","0","26","true","true","true","true","false","55","true","280","6839"
"5","true","10","true","true","0","45","true","true","true","true","false","55","true","306","156613"
"6","true","10","true","true","0","61","true","true","true","true","false","55","true","301","154923"
"2","true","10","true","true","0","22","true","true","true","true","false","55","true","293","9476"
"1","true","10","true","true","0","18","true","true","true","true","false","55","true","244","5441"
"4","true","10","true","true","0","30","true","true","true","true","false","55","true","310","48864"
"3","true","10","true","true","0","26","true","true","true","true","false","55","true","281","6855"
"5","true","10","true","true","0","45","true","true","true","true","false","55","true","307","157406"
"6","true","10","true","true","0","61","true","true","true","true","false","55","true","302","154928"
"2","true","10","true","true","0","22","true","true","true","true","false","55","true","294","9492"
"1","true","10","true","true","0","18","true","true","true","true","false","55","true","245","5505"
"4","true","10","true","true","0","30","true","true","true","true","false","55","true","311","49176"
"6","true","10","true","true","0","61","true","true","true","true","false","55","true","303","155949"
"5","true","10","true","true","0","45","true","true","true","true","false","55","true","308","157633"
"3","true","10","true","true","0","26","true","true","true","true","false","55","true","282","6871"
"2","true","10","true","true","0","22","true","true","true","true","false","55","true","295","9540"
"4","true","10","true","true","0","30","true","true","true","true","false","55","true","312","49493"
"1","true","10","true","true","0","18","true","true","true","true","false","55","true","246","5569"
"6","true","10","true","true","0","61","true","true","true","true","false","55","true","304","155954"
"5","true","10","true","true","0","45","true","true","true","true","false","55","true","309","158422"
"3","true","10","true","true","0","26","true","true","true","true","false","55","true","283","6903"
"2","true","10","true","true","0","22","true","true","true","true","false","55","true","296","9548"
"4","true","10","true","true","0","30","true","true","true","true","false","55","true","313","49817"
"1","true","10","true","true","0","18","true","true","true","true","false","55","true","247","5697"
"5","true","10","true","true","0","45","true","true","true","true","false","55","true","310","158667"
"6","true","10","true","true","0","61","true","true","true","true","false","55","true","305","156975"
"3","true","10","true","true","0","26","true","true","true","true","false","55","true","284","6919"
"4","true","10","true","true","0","30","true","true","true","true","false","55","true","314","50110"
"2","true","10","true","true","0","22","true","true","true","true","false","55","true","297","9572"
"1","true","10","true","true","0","18","true","true","true","true","false","55","true","248","5729"
"5","true","10","true","true","0","45","true","true","true","true","false","55","true","311","159428"
"6","true","10","true","true","0","61","true","true","true","true","false","55","true","306","156980"
"3","true","10","true","true","0","26","true","true","true","true","false","55","true","285","6951"
"4","true","10","true","true","0","30","true","true","true","true","false","55","true","315","50460"
"2","true","10","true","true","0","22","true","true","true","true","false","55","true","298","9588"
"1","true","10","true","true","0","18","true","true","true","true","false","55","true","249","5793"
"5","true","10","true","true","0","45","true","true","true","true","false","55","true","312","159670"
"6","true","10","true","true","0","61","true","true","true","true","false","55","true","307","158001"
"4","true","10","true","true","0","30","true","true","true","true","false","55","true","316","50766"
"3","true","10","true","true","0","26","true","true","true","true","false","55","true","286","6983"
"2","true","10","true","true","0","22","true","true","true","true","false","55","true","299","9636"
"1","true","10","true","true","0","18","true","true","true","true","false","55","true","250","5857"
"5","true","10","true","true","0","45","true","true","true","true","false","55","true","313","160466"
"4","true","10","true","true","0","30","true","true","true","true","false","55","true","317","51095"
"6","true","10","true","true","0","61","true","true","true","true","false","55","true","308","158006"
"3","true","10","true","true","0","26","true","true","true","true","false","55","true","287","7047"
"2","true","10","true","true","0","22","true","true","true","true","false","55","true","300","9652"
"1","true","10","true","true","0","18","true","true","true","true","false","55","true","251","5985"
"5","true","10","true","true","0","45","true","true","true","true","false","55","true","314","160699"
"4","true","10","true","true","0","30","true","true","true","true","false","55","true","318","51410"
"6","true","10","true","true","0","61","true","true","true","true","false","55","true","309","159027"
"3","true","10","true","true","0","26","true","true","true","true","false","55","true","288","7051"
"2","true","10","true","true","0","22","true","true","true","true","false","55","true","301","9700"
"5","true","10","true","true","0","45","true","true","true","true","false","55","true","315","161472"
"1","true","10","true","true","0","18","true","true","true","true","false","55","true","252","6049"
"4","true","10","true","true","0","30","true","true","true","true","false","55","true","319","51726"
"6","true","10","true","true","0","61","true","true","true","true","false","55","true","310","159032"
"3","true","10","true","true","0","26","true","true","true","true","false","55","true","289","7059"
"2","true","10","true","true","0","22","true","true","true","true","false","55","true","302","9732"
"5","true","10","true","true","0","45","true","true","true","true","false","55","true","316","161725"
"4","true","10","true","true","0","30","true","true","true","true","false","55","true","320","52064"
"1","true","10","true","true","0","18","true","true","true","true","false","55","true","253","6177"
"6","true","10","true","true","0","61","true","true","true","true","false","55","true","311","160053"
"2","true","10","true","true","0","22","true","true","true","true","false","55","true","303","9828"
"3","true","10","true","true","0","26","true","true","true","true","false","55","true","290","7067"
"4","true","10","true","true","0","30","true","true","true","true","false","55","true","321","52377"
"5","true","10","true","true","0","45","true","true","true","true","false","55","true","317","162496"
"6","true","10","true","true","0","61","true","true","true","true","false","55","true","312","160058"
"1","true","10","true","true","0","18","true","true","true","true","false","55","true","254","6305"
"2","true","10","true","true","0","22","true","true","true","true","false","55","true","304","9836"
"3","true","10","true","true","0","26","true","true","true","true","false","55","true","291","7083"
"4","true","10","true","true","0","30","true","true","true","true","false","55","true","322","52665"
"5","true","10","true","true","0","45","true","true","true","true","false","55","true","318","162745"
"6","true","10","true","true","0","61","true","true","true","true","false","55","true","313","161079"
"1","true","10","true","true","0","18","true","true","true","true","false","55","true","255","6561"
"3","true","10","true","true","0","26","true","true","true","true","false","55","true","292","7091"
"2","true","10","true","true","0","22","true","true","true","true","false","55","true","305","9860"
"4","true","10","true","true","0","30","true","true","true","true","false","55","true","323","53012"
"5","true","10","true","true","0","45","true","true","true","true","false","55","true","319","163529"
"6","true","10","true","true","0","61","true","true","true","true","false","55","true","314","161084"
"1","true","10","true","true","0","18","true","true","true","true","false","55","true","256","6563"
"3","true","10","true","true","0","26","true","true","true","true","false","55","true","293","7107"
"4","true","10","true","true","0","30","true","true","true","true","false","55","true","324","53318"
"2","true","10","true","true","0","22","true","true","true","true","false","55","true","306","9876"
"5","true","10","true","true","0","45","true","true","true","true","false","55","true","320","163756"
"6","true","10","true","true","0","61","true","true","true","true","false","55","true","315","162105"
"1","true","10","true","true","0","18","true","true","true","true","false","55","true","257","6567"
"3","true","10","true","true","0","26","true","true","true","true","false","55","true","294","7123"
"4","true","10","true","true","0","30","true","true","true","true","false","55","true","325","53664"
"2","true","10","true","true","0","22","true","true","true","true","false","55","true","307","9924"
"5","true","10","true","true","0","45","true","true","true","true","false","55","true","321","164536"
"6","true","10","true","true","0","61","true","true","true","true","false","55","true","316","162110"
"1","true","10","true","true","0","18","true","true","true","true","false","55","true","258","6571"
"4","true","10","true","true","0","30","true","true","true","true","false","55","true","326","53980"
"3","true","10","true","true","0","26","true","true","true","true","false","55","true","295","7155"
"2","true","10","true","true","0","22","true","true","true","true","false","55","true","308","9940"
"5","true","10","true","true","0","45","true","true","true","true","false","55","true","322","164780"
"6","true","10","true","true","0","61","true","true","true","true","false","55","true","317","163131"
"1","true","10","true","true","0","18","true","true","true","true","false","55","true","259","6579"
"4","true","10","true","true","0","30","true","true","true","true","false","55","true","327","54310"
"2","true","10","true","true","0","22","true","true","true","true","false","55","true","309","9988"
"5","true","10","true","true","0","45","true","true","true","true","false","55","true","323","165554"
"3","true","10","true","true","0","26","true","true","true","true","false","55","true","296","7163"
"6","true","10","true","true","0","61","true","true","true","true","false","55","true","318","163136"
"4","true","10","true","true","0","30","true","true","true","true","false","55","true","328","54645"
"1","true","10","true","true","0","18","true","true","true","true","false","55","true","260","6583"
"2","true","10","true","true","0","22","true","true","true","true","false","55","true","310","10020"
"5","true","10","true","true","0","45","true","true","true","true","false","55","true","324","165801"
"6","true","10","true","true","0","61","true","true","true","true","false","55","true","319","164157"
"3","true","10","true","true","0","26","true","true","true","true","false","55","true","297","7179"
"4","true","10","true","true","0","30","true","true","true","true","false","55","true","329","54960"
"1","true","10","true","true","0","18","true","true","true","true","false","55","true","261","6591"
"2","true","10","true","true","0","22","true","true","true","true","false","55","true","311","10116"
"5","true","10","true","true","0","45","true","true","true","true","false","55","true","325","166570"
"6","true","10","true","true","0","61","true","true","true","true","false","55","true","320","164162"
"3","true","10","true","true","0","26","true","true","true","true","false","55","true","298","7195"
"4","true","10","true","true","0","30","true","true","true","true","false","55","true","330","55278"
"2","true","10","true","true","0","22","true","true","true","true","false","55","true","312","10132"
"1","true","10","true","true","0","18","true","true","true","true","false","55","true","262","6599"
"5","true","10","true","true","0","45","true","true","true","true","false","55","true","326","166812"
"6","true","10","true","true","0","61","true","true","true","true","false","55","true","321","165183"
"3","true","10","true","true","0","26","true","true","true","true","false","55","true","299","7227"
"4","true","10","true","true","0","30","true","true","true","true","false","55","true","331","55634"
"2","true","10","true","true","0","22","true","true","true","true","false","55","true","313","10180"
"1","true","10","true","true","0","18","true","true","true","true","false","55","true","263","6615"
"5","true","10","true","true","0","45","true","true","true","true","false","55","true","327","167595"
"6","true","10","true","true","0","61","true","true","true","true","false","55","true","322","165188"
"3","true","10","true","true","0","26","true","true","true","true","false","55","true","300","7243"
"4","true","10","true","true","0","30","true","true","true","true","false","55","true","332","55960"
"2","true","10","true","true","0","22","true","true","true","true","false","55","true","314","10212"
"5","true","10","true","true","0","45","true","true","true","true","false","55","true","328","167831"
"1","true","10","true","true","0","18","true","true","true","true","false","55","true","264","6619"
"6","true","10","true","true","0","61","true","true","true","true","false","55","true","323","166209"
"3","true","10","true","true","0","26","true","true","true","true","false","55","true","301","7275"
"4","true","10","true","true","0","30","true","true","true","true","false","55","true","333","56302"
"2","true","10","true","true","0","22","true","true","true","true","false","55","true","315","10308"
"5","true","10","true","true","0","45","true","true","true","true","false","55","true","329","168610"
"6","true","10","true","true","0","61","true","true","true","true","false","55","true","324","166214"
"1","true","10","true","true","0","18","true","true","true","true","false","55","true","265","6627"
"4","true","10","true","true","0","30","true","true","true","true","false","55","true","334","56612"
"3","true","10","true","true","0","26","true","true","true","true","false","55","true","302","7307"
"2","true","10","true","true","0","22","true","true","true","true","false","55","true","316","10340"
"5","true","10","true","true","0","45","true","true","true","true","false","55","true","330","168878"
"6","true","10","true","true","0","61","true","true","true","true","false","55","true","325","167235"
"1","true","10","true","true","0","18","true","true","true","true","false","55","true","266","6635"
"4","true","10","true","true","0","30","true","true","true","true","false","55","true","335","56956"
"3","true","10","true","true","0","26","true","true","true","true","false","55","true","303","7371"
"2","true","10","true","true","0","22","true","true","true","true","false","55","true","317","10436"
"5","true","10","true","true","0","45","true","true","true","true","false","55","true","331","169618"
"6","true","10","true","true","0","61","true","true","true","true","false","55","true","326","167240"
"4","true","10","true","true","0","30","true","true","true","true","false","55","true","336","57318"
"1","true","10","true","true","0","18","true","true","true","true","false","55","true","267","6651"
"3","true","10","true","true","0","26","true","true","true","true","false","55","true","304","7379"
"2","true","10","true","true","0","22","true","true","true","true","false","55","true","318","10500"
"5","true","10","true","true","0","45","true","true","true","true","false","55","true","332","169889"
"6","true","10","true","true","0","61","true","true","true","true","false","55","true","327","168261"
"4","true","10","true","true","0","30","true","true","true","true","false","55","true","337","57643"
"1","true","10","true","true","0","18","true","true","true","true","false","55","true","268","6659"
"3","true","10","true","true","0","26","true","true","true","true","false","55","true","305","7395"
"5","true","10","true","true","0","45","true","true","true","true","false","55","true","333","170655"
"2","true","10","true","true","0","22","true","true","true","true","false","55","true","319","10692"
"6","true","10","true","true","0","61","true","true","true","true","false","55","true","328","168266"
"4","true","10","true","true","0","30","true","true","true","true","false","55","true","338","57978"
"1","true","10","true","true","0","18","true","true","true","true","false","55","true","269","6675"
"3","true","10","true","true","0","26","true","true","true","true","false","55","true","306","7411"
"5","true","10","true","true","0","45","true","true","true","true","false","55","true","334","170899"
"2","true","10","true","true","0","22","true","true","true","true","false","55","true","320","10696"
"6","true","10","true","true","0","61","true","true","true","true","false","55","true","329","169287"
"4","true","10","true","true","0","30","true","true","true","true","false","55","true","339","58336"
"1","true","10","true","true","0","18","true","true","true","true","false","55","true","270","6691"
"3","true","10","true","true","0","26","true","true","true","true","false","55","true","307","7443"
"5","true","10","true","true","0","45","true","true","true","true","false","55","true","335","171682"
"6","true","10","true","true","0","61","true","true","true","true","false","55","true","330","169292"
"4","true","10","true","true","0","30","true","true","true","true","false","55","true","340","58682"
"2","true","10","true","true","0","22","true","true","true","true","false","55","true","321","10708"
"1","true","10","true","true","0","18","true","true","true","true","false","55","true","271","6723"
"3","true","10","true","true","0","26","true","true","true","true","false","55","true","308","7459"
"5","true","10","true","true","0","45","true","true","true","true","false","55","true","336","171931"
"6","true","10","true","true","0","61","true","true","true","true","false","55","true","331","170313"
"4","true","10","true","true","0","30","true","true","true","true","false","55","true","341","59007"
"2","true","10","true","true","0","22","true","true","true","true","false","55","true","322","10716"
"1","true","10","true","true","0","18","true","true","true","true","false","55","true","272","6727"
"3","true","10","true","true","0","26","true","true","true","true","false","55","true","309","7491"
"5","true","10","true","true","0","45","true","true","true","true","false","55","true","337","172706"
"6","true","10","true","true","0","61","true","true","true","true","false","55","true","332","170318"
"4","true","10","true","true","0","30","true","true","true","true","false","55","true","342","59364"
"2","true","10","true","true","0","22","true","true","true","true","false","55","true","323","10740"
"1","true","10","true","true","0","18","true","true","true","true","false","55","true","273","6735"
"3","true","10","true","true","0","26","true","true","true","true","false","55","true","310","7523"
"5","true","10","true","true","0","45","true","true","true","true","false","55","true","338","172959"
"6","true","10","true","true","0","61","true","true","true","true","false","55","true","333","171339"
"4","true","10","true","true","0","30","true","true","true","true","false","55","true","343","59701"
"2","true","10","true","true","0","22","true","true","true","true","false","55","true","324","10748"
"1","true","10","true","true","0","18","true","true","true","true","false","55","true","274","6743"
"3","true","10","true","true","0","26","true","true","true","true","false","55","true","311","7587"
"5","true","10","true","true","0","45","true","true","true","true","false","55","true","339","173755"
"6","true","10","true","true","0","61","true","true","true","true","false","55","true","334","171344"
"4","true","10","true","true","0","30","true","true","true","true","false","55","true","344","60072"
"2","true","10","true","true","0","22","true","true","true","true","false","55","true","325","10772"
"1","true","10","true","true","0","18","true","true","true","true","false","55","true","275","6759"
"3","true","10","true","true","0","26","true","true","true","true","false","55","true","312","7603"
"5","true","10","true","true","0","45","true","true","true","true","false","55","true","340","173987"
"6","true","10","true","true","0","61","true","true","true","true","false","55","true","335","172365"
"4","true","10","true","true","0","30","true","true","true","true","false","55","true","345","60408"
"2","true","10","true","true","0","22","true","true","true","true","false","55","true","326","10788"
"1","true","10","true","true","0","18","true","true","true","true","false","55","true","276","6767"
"3","true","10","true","true","0","26","true","true","true","true","false","55","true","313","7635"
"5","true","10","true","true","0","45","true","true","true","true","false","55","true","341","174762"
"6","true","10","true","true","0","61","true","true","true","true","false","55","true","336","172370"
"4","true","10","true","true","0","30","true","true","true","true","false","55","true","346","60738"
"2","true","10","true","true","0","22","true","true","true","true","false","55","true","327","10836"
"1","true","10","true","true","0","18","true","true","true","true","false","55","true","277","6783"
"3","true","10","true","true","0","26","true","true","true","true","false","55","true","314","7667"
"5","true","10","true","true","0","45","true","true","true","true","false","55","true","342","175022"
"4","true","10","true","true","0","30","true","true","true","true","false","55","true","347","61107"
"6","true","10","true","true","0","61","true","true","true","true","false","55","true","337","173391"
"1","true","10","true","true","0","18","true","true","true","true","false","55","true","278","6799"
"2","true","10","true","true","0","22","true","true","true","true","false","55","true","328","10844"
"3","true","10","true","true","0","26","true","true","true","true","false","55","true","315","7731"
"4","true","10","true","true","0","30","true","true","true","true","false","55","true","348","61475"
"5","true","10","true","true","0","45","true","true","true","true","false","55","true","343","175786"
"6","true","10","true","true","0","61","true","true","true","true","false","55","true","338","173396"
"2","true","10","true","true","0","22","true","true","true","true","false","55","true","329","10868"
"1","true","10","true","true","0","18","true","true","true","true","false","55","true","279","6831"
"3","true","10","true","true","0","26","true","true","true","true","false","55","true","316","7763"
"4","true","10","true","true","0","30","true","true","true","true","false","55","true","349","61810"
"5","true","10","true","true","0","45","true","true","true","true","false","55","true","344","176033"
"6","true","10","true","true","0","61","true","true","true","true","false","55","true","339","174417"
"2","true","10","true","true","0","22","true","true","true","true","false","55","true","330","10884"
"1","true","10","true","true","0","18","true","true","true","true","false","55","true","280","6839"
"3","true","10","true","true","0","26","true","true","true","true","false","55","true","317","7827"
"4","true","10","true","true","0","30","true","true","true","true","false","55","true","350","62165"
"5","true","10","true","true","0","45","true","true","true","true","false","55","true","345","176807"
"6","true","10","true","true","0","61","true","true","true","true","false","55","true","340","174422"
"2","true","10","true","true","0","22","true","true","true","true","false","55","true","331","10932"
"4","true","10","true","true","0","30","true","true","true","true","false","55","true","351","62516"
"5","true","10","true","true","0","45","true","true","true","true","false","55","true","346","177071"
"3","true","10","true","true","0","26","true","true","true","true","false","55","true","318","7891"
"1","true","10","true","true","0","18","true","true","true","true","false","55","true","281","6855"
"6","true","10","true","true","0","61","true","true","true","true","false","55","true","341","175443"
"2","true","10","true","true","0","22","true","true","true","true","false","55","true","332","10948"
"4","true","10","true","true","0","30","true","true","true","true","false","55","true","352","62884"
"5","true","10","true","true","0","45","true","true","true","true","false","55","true","347","177849"
"3","true","10","true","true","0","26","true","true","true","true","false","55","true","319","8019"
"6","true","10","true","true","0","61","true","true","true","true","false","55","true","342","175448"
"1","true","10","true","true","0","18","true","true","true","true","false","55","true","282","6871"
"2","true","10","true","true","0","22","true","true","true","true","false","55","true","333","10996"
"4","true","10","true","true","0","30","true","true","true","true","false","55","true","353","63244"
"5","true","10","true","true","0","45","true","true","true","true","false","55","true","348","178086"
"6","true","10","true","true","0","61","true","true","true","true","false","55","true","343","176469"
"1","true","10","true","true","0","18","true","true","true","true","false","55","true","283","6903"
"3","true","10","true","true","0","26","true","true","true","true","false","55","true","320","8023"
"2","true","10","true","true","0","22","true","true","true","true","false","55","true","334","11028"
"4","true","10","true","true","0","30","true","true","true","true","false","55","true","354","63577"
"5","true","10","true","true","0","45","true","true","true","true","false","55","true","349","178884"
"6","true","10","true","true","0","61","true","true","true","true","false","55","true","344","176474"
"1","true","10","true","true","0","18","true","true","true","true","false","55","true","284","6919"
"3","true","10","true","true","0","26","true","true","true","true","false","55","true","321","8031"
"2","true","10","true","true","0","22","true","true","true","true","false","55","true","335","11124"
"4","true","10","true","true","0","30","true","true","true","true","false","55","true","355","63974"
"6","true","10","true","true","0","61","true","true","true","true","false","55","true","345","177495"
"5","true","10","true","true","0","45","true","true","true","true","false","55","true","350","179131"
"1","true","10","true","true","0","18","true","true","true","true","false","55","true","285","6951"
"2","true","10","true","true","0","22","true","true","true","true","false","55","true","336","11132"
"3","true","10","true","true","0","26","true","true","true","true","false","55","true","322","8039"
"6","true","10","true","true","0","61","true","true","true","true","false","55","true","346","177500"
"5","true","10","true","true","0","45","true","true","true","true","false","55","true","351","179895"
"1","true","10","true","true","0","18","true","true","true","true","false","55","true","286","6983"
"4","true","10","true","true","0","30","true","true","true","true","false","55","true","356","64323"
"2","true","10","true","true","0","22","true","true","true","true","false","55","true","337","11156"
"3","true","10","true","true","0","26","true","true","true","true","false","55","true","323","8055"
"6","true","10","true","true","0","61","true","true","true","true","false","55","true","347","178521"
"5","true","10","true","true","0","45","true","true","true","true","false","55","true","352","180157"
"1","true","10","true","true","0","18","true","true","true","true","false","55","true","287","7047"
"4","true","10","true","true","0","30","true","true","true","true","false","55","true","357","64680"
"2","true","10","true","true","0","22","true","true","true","true","false","55","true","338","11172"
"3","true","10","true","true","0","26","true","true","true","true","false","55","true","324","8063"
"6","true","10","true","true","0","61","true","true","true","true","false","55","true","348","178526"
"5","true","10","true","true","0","45","true","true","true","true","false","55","true","353","180918"
"4","true","10","true","true","0","30","true","true","true","true","false","55","true","358","65051"
"1","true","10","true","true","0","18","true","true","true","true","false","55","true","288","7051"
"2","true","10","true","true","0","22","true","true","true","true","false","55","true","339","11220"
"3","true","10","true","true","0","26","true","true","true","true","false","55","true","325","8079"
"6","true","10","true","true","0","61","true","true","true","true","false","55","true","349","179547"
"5","true","10","true","true","0","45","true","true","true","true","false","55","true","354","181188"
"4","true","10","true","true","0","30","true","true","true","true","false","55","true","359","65400"
"2","true","10","true","true","0","22","true","true","true","true","false","55","true","340","11236"
"1","true","10","true","true","0","18","true","true","true","true","false","55","true","289","7059"
"3","true","10","true","true","0","26","true","true","true","true","false","55","true","326","8095"
"6","true","10","true","true","0","61","true","true","true","true","false","55","true","350","179552"
"5","true","10","true","true","0","45","true","true","true","true","false","55","true","355","181937"
"4","true","10","true","true","0","30","true","true","true","true","false","55","true","360","65776"
"2","true","10","true","true","0","22","true","true","true","true","false","55","true","341","11284"
"1","true","10","true","true","0","18","true","true","true","true","false","55","true","290","7067"
"6","true","10","true","true","0","61","true","true","true","true","false","55","true","351","180573"
"3","true","10","true","true","0","26","true","true","true","true","false","55","true","327","8127"
"5","true","10","true","true","0","45","true","true","true","true","false","55","true","356","182208"
"4","true","10","true","true","0","30","true","true","true","true","false","55","true","361","66130"
"1","true","10","true","true","0","18","true","true","true","true","false","55","true","291","7083"
"6","true","10","true","true","0","61","true","true","true","true","false","55","true","352","180578"
"3","true","10","true","true","0","26","true","true","true","true","false","55","true","328","8135"
"2","true","10","true","true","0","22","true","true","true","true","false","55","true","342","11316"
"5","true","10","true","true","0","45","true","true","true","true","false","55","true","357","182976"
"4","true","10","true","true","0","30","true","true","true","true","false","55","true","362","66477"
"1","true","10","true","true","0","18","true","true","true","true","false","55","true","292","7091"
"6","true","10","true","true","0","61","true","true","true","true","false","55","true","353","181599"
"3","true","10","true","true","0","26","true","true","true","true","false","55","true","329","8151"
"2","true","10","true","true","0","22","true","true","true","true","false","55","true","343","11412"
"5","true","10","true","true","0","45","true","true","true","true","false","55","true","358","183242"
"4","true","10","true","true","0","30","true","true","true","true","false","55","true","363","66870"
"6","true","10","true","true","0","61","true","true","true","true","false","55","true","354","181604"
"1","true","10","true","true","0","18","true","true","true","true","false","55","true","293","7107"
"3","true","10","true","true","0","26","true","true","true","true","false","55","true","330","8167"
"2","true","10","true","true","0","22","true","true","true","true","false","55","true","344","11428"
"5","true","10","true","true","0","45","true","true","true","true","false","55","true","359","183984"
"4","true","10","true","true","0","30","true","true","true","true","false","55","true","364","67231"
